category,text,transformed_text
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife
0,I might go 2 sch. Yar at e salon now v boring.,might go 2 sch yar e salon v boring
0,"I am real, baby! I want to bring out your inner tigress...",real baby want bring inner tigress
0,Where did u go? My phone is gonna die you have to stay in here,u go phone gon na die stay
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
0,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quite ok bit ex u better go eat smth else feel guilty
0,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold
0,Ha ha cool cool chikku chikku:-):-DB-),ha ha cool cool chikku chikku
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve go temple amp church u
0,Oh is it? Send me the address,oh send address
0,Well then you have a great weekend!,well great weekend
1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,b4u voucher marsms log onto discount credit opt reply stop customer care call 08717168528
1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",lookatme thanks purchase video clip lookatme charged 35p think better send video mmsto 32323
0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,time fixes spelling sometimes gets completely diff word go figure
0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",happy valentines day advance
0,LMAO where's your fish memory when I need it?,lmao fish memory need
0,"[…] anyway, many good evenings to u! s",anyway many good evenings u
0,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come 11 plenty time claire goes work
0,Noice. Text me when you're here,noice text
0,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,yun ü wkg btw ü go nus sc ü wana specialise wad
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,thought bout drink tap spile seven pub gas st broad st canal ok
0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,regret inform u nhs made never actually report 2 yor local hospital 2b r sorry 4 inconvenience
0,Where u been hiding stranger?,u hiding stranger
0,Dont pick up d call when something important is There to tell. Hrishi,dont pick call something important tell hrishi
0,Dear i am not denying your words please,dear denying words please
0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ok wif cos like 2 try new things scared u dun like mah cos u said loud
0,I wish u were here. I feel so alone,wish u feel alone
0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",painful personal always try keep everybody happy time nobody recognises alone
0,"Some friends want me to drive em someplace, probably take a while",friends want drive em someplace probably take
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight pobox36504w45wq 150p
0,Guess who spent all last night phasing in and out of the fourth dimension,guess spent last night phasing fourth dimension
0,Ok..,ok
0,"Found it, ENC  &lt;#&gt; , where you at?",found enc lt gt
0,"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing work
0,Keep my payasam there if rinu brings,keep payasam rinu brings
0,No. I.ll meet you in the library,meet library
0,I think just yourself …Thanks and see you tomo,think see tomo
0,Dont kick coco when he's down,dont kick coco
0,Eatin my lunch...,eatin lunch
0,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happened come never came back
0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,u ask next sat make ok lor
0,I am late. I will be there at,late
0,Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt
0,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya u like hlday pics looked horrible took mo hows camp amrca thing speak soon serena
0,Lovely smell on this bus and it ain't tobacco... ,lovely smell bus ai tobacco
0,Did u got that persons story,u got persons story
0,"Ask g or iouri, I've told the story like ten times already",ask g iouri told story like ten times already
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur currently 500 pounds maximize ur send go 86688 cc 08718720201
0,"I'm in a meeting, call me later at",meeting call later
0,Do you like Italian food?,like italian food
0,Lol they were mad at first but then they woke up and gave in.,lol mad first woke gave
0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,never wanted tell short late
0,"Sorry, I'll call later",sorry call later
0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,every night take warm bath drink cup milk see work magic still need loose weight know
0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",evening v good somewhat event laden fill worry head ok throat wrecked see six
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",2nd time tried 2 contact u 750 pound prize 2 claim easy call 08718726970 10p per min
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile lt gt added contact list great place send free sms people visit
0,Get ready to put on your excellent sub face :),get ready put excellent sub face
0,I want to see your pretty pussy...,want see pretty pussy
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,wo believe true incredible txts reply g learn truly amazing things blow mind o2fwd
0,Ok i msg u b4 i leave my house.,ok msg u b4 leave house
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,wondering would okay call uncle john let know things nigeria r lt gt dollars 2years sent know strain plan pay back every dime gives every dime expect anything practical something like
0,i can call in  &lt;#&gt;  min if thats ok,call lt gt min thats ok
0,Networking technical support associate.,networking technical support associate
0,You can never do NOTHING,never nothing
0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow
0,Company is very good.environment is terrific and food is really nice:),company terrific food really nice
0,"Until 545 lor... Ya, can go 4 dinner together...",545 lor ya go 4 dinner together
0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend
0,i felt so...not any conveying reason.. Ese he... What about me?,felt conveying reason ese
0,So u workin overtime nigpun?,u workin overtime nigpun
0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,texted finished long time ago showered
0,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",er enjoyin indians mo yep sall good hehe hows bout u shexy pete xx
0,I sent your maga that money yesterday oh.,sent maga money yesterday oh
0,Thts wat Wright Brother did to fly..,thts wat wright brother fly
0,Dear good morning now only i am up,dear good morning
1,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi customer loyalty offer new nokia6650 mobile txtauction txt word start 81151 get 4t ctxt tc
0,Can... I'm free...,free
0,Dear how is chechi. Did you talk to her,dear chechi talk
0,Can a not?,
1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthly password wap use wap phone pc
0,"It‘s £6 to get in, is that ok?",get ok
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes
0,Watching tv now. I got new job :),watching tv got new job
0,K. I will sent it again,sent
0,Oh ok no prob..,oh ok prob
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",gon na blake night might able get little early
